Scenario_Number,Solution_Type,First_Solution_Time,Final_Solution_Time
799,1,23,10001
800,2,0,0
801,2,0,0
802,1,0,10001
803,2,0,0
804,2,18,11093
805,1,19,10001
806,2,8,7950
807,2,0,0
808,2,0,4914
809,1,0,10001
810,2,0,223
811,1,23,10001
812,1,53,10001
813,2,0,0
814,2,0,1
815,2,0,0
816,2,0,0
817,2,22,7642
818,1,1,10001
819,1,0,10001
820,2,0,0
821,2,0,0
822,1,0,10001
823,1,329,10001
824,2,0,0
825,1,34,10001
826,2,0,23
827,2,0,28
828,1,0,10001
829,2,0,3227
830,1,1,10001
831,1,11,10001
832,2,0,2885
833,2,0,1426
834,2,0,218
835,2,0,0
836,2,0,0
837,2,0,0
838,2,0,0
839,1,38,10001
840,2,0,0
841,2,0,121
842,1,27,10001
843,2,0,0
844,2,0,12
845,1,33,10001
846,1,29,10001
847,2,0,102
848,1,36,10001
849,2,0,1
850,2,3,1460
851,1,65,10001
852,1,41,10001
853,2,0,63
854,2,0,4963
855,2,0,0
856,1,162,10001
857,2,0,984
858,2,0,7305
859,1,0,10001
860,2,0,0
861,1,0,10001
862,2,0,3
863,1,22,10001
864,1,0,10001
865,1,48,10001
866,2,0,0
867,2,1,169
868,1,10,10001
869,2,0,1
870,2,0,1508
871,2,0,0
872,2,0,0
873,1,13,10001
874,1,0,10001
875,2,0,0
876,2,0,2206
877,1,0,10001
878,2,0,0
879,1,0,10001
880,1,0,10001
881,2,2,2451
882,2,0,0
883,2,0,0
884,1,0,10001
885,1,27,10001
886,1,0,10001
887,1,0,10001
888,1,472,10001
889,2,0,59
890,1,0,10001
891,1,0,10001
892,1,0,10001
893,2,0,0
894,1,0,10001
895,1,0,10001
896,2,0,0
897,2,0,0
898,1,0,10001
899,2,0,5587
900,2,0,0
901,2,0,938
902,2,0,0
903,1,9,10001
904,1,0,10001
905,2,0,2654
906,1,29,10001
907,2,0,39
908,1,32,10001
909,1,0,10001
910,2,0,1
911,1,0,10001
912,1,0,10001
913,2,1,4952
914,2,0,0
915,2,0,0
916,2,0,872
917,2,0,0
918,1,0,10001
919,2,2,10
920,2,0,1102
921,2,51,7247
922,2,0,0
923,1,0,10001
924,2,12,165
925,2,0,0
926,1,30,10001
927,1,2,10001
928,1,0,10001
929,1,17,10001
930,2,0,0
931,2,0,0
932,2,0,530
933,1,4,10001
934,2,1,2
935,2,0,0
936,2,0,7
937,2,0,470
938,1,0,10001
939,2,0,0
940,2,0,1
941,2,0,189
942,1,73,10001
943,1,0,10001
944,2,0,14
945,2,0,267
946,2,0,0
947,1,0,10001
948,2,0,0
949,1,0,10001
950,2,1,945
951,1,0,10001
952,1,0,10001
953,2,0,1
954,2,0,565
955,2,0,0
956,2,0,0
957,2,1,211
958,2,0,361
959,2,0,0
960,1,0,10001
961,1,0,10001
962,1,25,10001
963,2,0,509
964,2,0,3202
965,2,0,0
966,2,0,2084
967,2,0,6746
968,2,0,0
969,2,0,0
970,2,0,12
971,2,0,1
972,2,9,20
973,1,11,10001
974,2,0,288
975,2,0,8582
976,2,0,1
977,2,9,302
978,1,5,10001
979,1,12,10001
980,2,0,423
981,1,252,10001
982,2,0,0
983,2,0,1
984,2,0,0
985,1,0,10001
986,1,13,10001
987,1,2,10001
988,2,0,0
989,2,0,5291
990,1,0,10001
991,1,274,10001
992,2,0,0
993,1,0,10001
994,2,0,0
995,1,0,10001
996,2,0,0
997,1,12,10001
998,1,4,10001
999,2,0,0
